id;tipo_dia;penetracao_pct;potencia_pv_total_mw;potencias_pv_kw;razoes_bess_h;capacidades_bess_kwh;fator_carga_barras
47;nublado;75,43;2,8023;[406.76, 1658.44, 104.37, 237.9, 234.65, 160.19];[1.507, 3.932, 3.56, 2.495, 2.81, 1.682];[613.19, 6521.61, 371.57, 593.56, 659.31, 269.41];[1.0934, 1.021, 1.0138, 1.0004, 0.9215, 1.0678, 0.9695, 1.0252, 0.9218, 0.941, 1.0718, 0.9826, 1.0727, 0.9961, 0.9079, 1.0446, 0.9705, 1.0349, 1.0013, 0.9228, 1.0082, 1.1098, 1.0246, 0.9971, 1.0538, 1.0105, 1.0105, 0.9454, 1.0117, 1.0518, 0.9582, 1.0712]
48;nublado;37,4;1,3893;[65.54, 71.14, 537.93, 443.92, 231.04, 39.69];[1.204, 1.951, 1.8, 2.518, 3.333, 3.575];[78.92, 138.78, 968.49, 1117.69, 770.09, 141.9];[0.9795, 1.0503, 0.9436, 1.0564, 1.0077, 0.9832, 0.999, 0.9946, 1.061, 0.9462, 0.9619, 1.0518, 0.9702, 1.045, 1.085, 0.9799, 1.0341, 0.9423, 1.0377, 1.01, 1.0237, 0.9677, 0.9169, 1.0252, 0.8968, 0.9841, 1.0471, 1.0096, 1.0974, 1.0513, 0.9673, 1.0014]
49;ceu_aberto;71,13;2,6424;[112.35, 1633.61, 82.43, 88.19, 719.13, 6.72];[3.09, 3.176, 3.509, 3.923, 3.927, 1.196];[347.17, 5188.31, 289.25, 345.99, 2823.87, 8.04];[1.0244, 1.0536, 0.956, 1.0174, 0.9937, 1.0423, 0.9942, 0.9808, 1.027, 1.0438, 0.9666, 0.9969, 0.9471, 0.8751, 1.01, 1.0304, 1.0131, 0.9025, 0.9825, 0.8891, 1.0685, 0.9457, 1.0628, 1.0473, 0.955, 0.9434, 1.0175, 0.9578, 1.0051, 0.9759, 0.9109, 0.8885]
50;ceu_aberto;22,67;0,8423;[212.39, 44.62, 305.13, 47.39, 65.75, 167.06];[3.745, 1.635, 1.433, 3.277, 2.502, 3.735];[795.31, 72.95, 437.16, 155.3, 164.49, 624.03];[1.0198, 0.9521, 0.9705, 0.9771, 1.0428, 1.0839, 0.9597, 1.0538, 0.8915, 0.9403, 0.9521, 0.9324, 0.9208, 1.0206, 0.9893, 1.019, 1.0345, 1.0133, 1.0329, 0.9965, 0.9407, 1.0529, 0.9705, 0.9532, 0.9911, 0.9544, 0.9791, 1.0172, 1.0174, 0.9551, 0.9756, 1.0537]
51;ceu_aberto;98,2;3,6479;[2032.55, 109.0, 216.94, 64.34, 193.29, 1031.84];[2.135, 1.265, 2.027, 3.944, 2.889, 2.248];[4339.38, 137.91, 439.66, 253.75, 558.43, 2320.07];[0.9717, 1.0416, 1.0105, 0.9508, 0.9997, 1.0392, 0.9906, 1.0597, 1.0511, 1.0459, 0.977, 0.946, 0.9693, 1.0098, 1.0273, 0.8914, 0.9996, 1.0079, 0.9861, 1.0646, 1.0211, 1.0655, 0.9892, 1.0469, 1.0818, 1.0656, 0.9454, 0.9873, 0.9827, 1.0245, 1.0343, 0.9581]
52;ceu_aberto;69,84;2,5944;[271.48, 689.97, 114.18, 82.43, 239.05, 1197.3];[3.131, 2.257, 2.552, 1.253, 3.954, 2.999];[850.08, 1557.11, 291.38, 103.26, 945.15, 3590.97];[1.0326, 0.9184, 1.024, 0.9472, 1.0411, 0.9519, 1.0346, 1.0553, 1.0431, 1.0126, 0.9884, 0.9712, 1.0736, 0.965, 0.9481, 1.0333, 0.9602, 0.9525, 0.9278, 0.9759, 0.9959, 1.0122, 1.0476, 1.0263, 0.9905, 0.9901, 1.0255, 1.0636, 1.0063, 0.9765, 0.9504, 0.9277]
53;ceu_aberto;88,26;3,279;[1364.67, 73.56, 66.93, 214.49, 1462.19, 97.13];[3.16, 1.303, 2.869, 2.068, 3.367, 1.701];[4312.35, 95.88, 192.06, 443.6, 4922.82, 165.22];[0.9365, 1.0334, 1.0336, 1.0192, 0.9503, 1.0125, 0.9408, 0.9874, 1.0515, 1.0398, 1.0008, 0.9513, 1.0323, 1.001, 0.884, 1.0391, 0.9988, 1.0601, 0.9452, 0.8412, 1.014, 1.0146, 0.9155, 0.9511, 1.1378, 0.9847, 1.0365, 0.9675, 0.8955, 0.9915, 0.9867, 0.98]
54;ceu_aberto;84,15;3,126;[393.35, 281.14, 71.86, 1307.04, 957.35, 115.28];[2.537, 2.462, 2.875, 3.839, 2.739, 2.621];[997.85, 692.2, 206.62, 5017.15, 2622.49, 302.11];[1.0435, 1.0474, 1.0065, 0.9929, 0.9762, 0.9587, 0.9656, 0.9325, 0.9962, 0.9158, 1.0095, 0.9982, 1.0073, 0.9739, 1.1538, 1.068, 0.9378, 1.0116, 0.9696, 0.9493, 0.933, 1.0216, 0.9659, 1.0484, 1.0497, 1.0687, 0.9574, 1.0238, 1.0316, 0.9763, 0.9614, 1.0805]
55;parcialmente_nublado;73,08;2,7149;[618.94, 83.0, 43.91, 652.38, 58.26, 1258.41];[3.528, 2.503, 3.944, 1.292, 1.909, 2.915];[2183.4, 207.71, 173.19, 842.96, 111.22, 3667.85];[1.0294, 0.9897, 1.0041, 0.9636, 1.0874, 1.052, 0.963, 0.9333, 0.9807, 1.0217, 1.012, 1.0627, 1.0395, 1.0485, 1.0163, 0.9305, 0.9902, 1.053, 0.9974, 1.0252, 0.9841, 0.9485, 0.9938, 1.0155, 0.9672, 0.9882, 0.953, 1.056, 0.9853, 1.0726, 1.0764, 0.9959]
56;ceu_aberto;56,66;2,1048;[1085.68, 419.06, 25.11, 234.61, 102.84, 237.48];[2.366, 2.746, 2.07, 1.493, 2.511, 3.491];[2569.14, 1150.93, 51.99, 350.23, 258.24, 828.96];[0.9382, 1.0627, 1.0366, 1.0269, 1.0358, 1.1197, 1.1093, 0.9657, 1.0812, 1.0192, 1.025, 0.9154, 0.9915, 0.9594, 1.0414, 1.0536, 0.8963, 0.9989, 1.0561, 0.9907, 1.0365, 1.0176, 1.0171, 0.9864, 0.9392, 0.9439, 1.0355, 1.001, 0.9931, 0.9788, 0.9847, 1.0523]
57;nublado;29,37;1,0909;[239.06, 43.18, 285.7, 209.65, 310.11, 3.21];[1.585, 2.474, 3.852, 2.151, 2.273, 3.144];[378.8, 106.83, 1100.39, 450.92, 704.91, 10.1];[0.9209, 1.0408, 0.931, 0.9782, 0.9871, 0.9965, 1.0345, 0.9658, 0.9863, 0.9993, 1.0075, 1.0049, 1.0218, 1.0422, 1.0196, 1.0227, 0.9209, 1.0025, 1.024, 1.0364, 0.9654, 0.967, 0.9713, 1.0268, 1.0517, 0.9796, 1.0454, 1.0062, 0.9938, 0.9894, 1.0373, 1.0163]
58;parcialmente_nublado;66,53;2,4715;[406.46, 483.68, 242.96, 877.27, 394.94, 66.18];[1.387, 2.611, 3.81, 1.925, 3.609, 3.292];[563.84, 1262.69, 925.6, 1688.79, 1425.17, 217.89];[1.0145, 0.9746, 0.9743, 0.9401, 1.0892, 1.0007, 0.9888, 0.9536, 1.1468, 0.9463, 0.9786, 1.0208, 1.03, 1.0479, 1.0904, 1.0253, 0.9472, 0.9872, 1.0154, 1.1034, 0.9301, 1.0601, 1.009, 1.0419, 0.9949, 0.9579, 1.0375, 1.0327, 1.0486, 0.9993, 0.97, 0.9221]
59;parcialmente_nublado;85,9;3,1912;[1652.0, 455.51, 79.48, 489.08, 222.79, 292.31];[3.317, 1.227, 3.483, 2.283, 2.788, 1.269];[5479.34, 558.71, 276.82, 1116.58, 621.18, 370.93];[0.9672, 0.987, 0.9245, 0.989, 0.9903, 1.027, 1.0112, 0.9401, 1.0542, 1.0105, 1.0099, 0.9995, 0.9741, 1.0109, 1.0238, 0.9127, 0.9731, 0.9873, 1.0128, 1.0597, 0.9614, 0.9751, 0.9744, 0.9599, 0.9826, 1.0385, 0.9473, 1.0214, 0.9149, 0.9719, 0.9835, 1.0837]
60;ceu_aberto;55,91;2,077;[242.19, 19.73, 68.16, 710.5, 633.55, 402.86];[1.058, 1.981, 2.884, 1.826, 3.729, 2.902];[256.29, 39.08, 196.56, 1297.07, 2362.35, 1168.96];[0.9054, 1.0156, 0.9406, 0.9801, 1.0267, 1.0046, 0.9574, 1.0003, 0.9234, 1.0575, 0.9897, 1.0559, 0.9737, 0.9738, 0.9618, 1.0438, 0.9645, 1.0322, 0.9809, 0.9012, 0.9715, 0.941, 1.0017, 0.9405, 1.0463, 0.9954, 0.9911, 1.0328, 1.0482, 0.999, 0.9614, 0.9113]
61;parcialmente_nublado;96,48;3,5842;[463.73, 312.27, 1880.1, 628.72, 216.63, 82.73];[3.528, 2.087, 2.981, 2.412, 1.597, 2.805];[1635.87, 651.58, 5605.35, 1516.75, 345.91, 232.06];[0.9936, 0.9674, 0.8903, 1.08, 1.0352, 1.0267, 1.0083, 0.9309, 0.9758, 1.0421, 0.9474, 0.8734, 0.9886, 0.9929, 1.0068, 1.0364, 1.0319, 1.0129, 1.0598, 0.9241, 1.0252, 1.0313, 0.938, 0.9249, 0.9627, 0.9669, 1.0377, 0.9693, 0.9572, 0.9694, 1.0559, 1.0007]
62;nublado;25,95;0,9642;[137.18, 39.49, 167.08, 198.65, 159.3, 262.5];[2.007, 3.295, 2.298, 2.453, 2.944, 1.055];[275.3, 130.12, 384.0, 487.2, 469.03, 276.96];[1.0593, 1.077, 0.9723, 0.9873, 0.9623, 1.0191, 1.0562, 0.9129, 1.0205, 0.9862, 1.0057, 1.0229, 0.9906, 0.9948, 0.9893, 1.0485, 1.0209, 1.011, 0.9365, 0.9811, 1.0449, 1.0019, 1.033, 1.0883, 1.0519, 1.0047, 0.9745, 0.8723, 0.9916, 0.9837, 1.0195, 0.9923]
63;ceu_aberto;93,78;3,4838;[696.84, 370.91, 540.96, 721.03, 636.97, 517.13];[2.515, 1.529, 3.438, 2.625, 1.393, 3.298];[1752.42, 567.21, 1859.93, 1892.92, 887.45, 1705.74];[0.9524, 0.9829, 0.9497, 1.0024, 0.9718, 0.9253, 1.0628, 0.9751, 0.9366, 0.9916, 1.0034, 0.9127, 1.0166, 0.9476, 1.0856, 1.0262, 0.98, 0.9627, 0.9948, 1.0306, 0.9987, 0.9891, 1.0029, 0.9698, 0.9828, 0.8957, 1.0487, 1.0149, 0.9613, 1.0949, 1.0044, 0.9482]
64;parcialmente_nublado;99,15;3,6833;[25.88, 686.93, 377.52, 1920.35, 182.31, 490.35];[2.447, 3.109, 1.204, 1.581, 1.644, 3.214];[63.33, 2135.4, 454.55, 3036.78, 299.66, 1576.22];[1.0154, 0.9349, 1.0226, 0.9822, 1.0015, 1.0349, 0.9384, 0.9658, 1.0229, 1.1049, 0.9931, 1.0296, 0.9947, 1.0971, 0.9126, 1.0047, 0.9187, 0.8747, 1.0149, 1.007, 0.9858, 0.9947, 1.1549, 0.9871, 1.0255, 0.9675, 1.0148, 0.9881, 0.9795, 1.0909, 1.0589, 1.0068]
65;ceu_aberto;44,77;1,6632;[504.84, 507.68, 156.19, 285.52, 99.59, 109.41];[1.069, 3.69, 1.632, 1.683, 1.839, 1.382];[539.75, 1873.45, 254.92, 480.41, 183.12, 151.23];[0.9682, 1.0104, 1.018, 0.9545, 1.0636, 0.951, 0.9191, 1.019, 0.9591, 1.0161, 0.8798, 1.0696, 1.0336, 0.925, 0.9261, 1.0836, 0.9631, 0.9583, 0.8867, 0.9825, 0.9886, 1.0358, 0.93, 0.924, 1.0225, 1.0503, 0.9214, 1.0541, 1.0019, 1.0546, 0.9965, 0.8739]
66;parcialmente_nublado;48,08;1,7861;[137.87, 133.01, 56.63, 16.79, 237.62, 1204.18];[1.5, 1.14, 3.339, 1.758, 3.489, 3.112];[206.87, 151.64, 189.07, 29.52, 829.02, 3747.18];[0.9938, 1.0301, 0.9777, 1.1027, 0.9594, 1.1053, 1.0017, 0.9312, 1.0684, 1.0063, 1.0426, 1.0612, 1.0169, 0.9704, 1.0488, 1.0, 1.0343, 0.8923, 1.0223, 0.9681, 1.0827, 1.0312, 1.012, 1.0243, 0.9501, 1.0812, 1.0996, 1.0196, 1.0795, 0.9715, 0.9601, 1.002]
67;parcialmente_nublado;36,01;1,3379;[157.8, 367.19, 30.72, 65.37, 31.17, 685.6];[3.257, 3.26, 3.149, 3.008, 2.431, 2.927];[513.98, 1197.02, 96.75, 196.66, 75.78, 2006.64];[1.0055, 0.9792, 1.0001, 1.0766, 0.9327, 0.9569, 1.0689, 1.051, 0.9818, 1.0427, 1.0171, 1.075, 1.0037, 1.0513, 1.1321, 1.0299, 1.0025, 1.0361, 0.9817, 1.1194, 1.009, 0.9864, 0.9582, 1.0549, 1.0434, 0.9751, 1.0288, 0.9246, 1.0092, 1.0226, 1.0854, 0.9615]
68;nublado;77,07;2,863;[726.93, 661.41, 224.09, 320.48, 73.32, 856.76];[2.512, 3.126, 1.747, 1.973, 2.003, 1.077];[1825.82, 2067.77, 391.45, 632.4, 146.83, 922.93];[1.0545, 0.9714, 1.0022, 1.0478, 0.9758, 0.9977, 0.9992, 1.0342, 1.0295, 0.989, 1.0032, 0.9814, 0.9261, 1.0129, 1.0946, 0.9558, 0.9613, 0.9565, 1.0362, 1.0224, 0.9921, 0.9541, 1.0046, 0.9218, 1.0072, 1.0436, 0.9374, 0.9234, 1.079, 0.9694, 1.0568, 0.9923]
69;parcialmente_nublado;60,29;2,2396;[543.8, 195.83, 226.76, 634.98, 411.58, 226.65];[1.773, 3.655, 2.731, 1.663, 1.807, 3.409];[964.21, 715.73, 619.28, 1056.26, 743.88, 772.74];[1.0146, 0.9818, 0.9908, 0.8756, 0.9889, 1.0485, 0.9684, 1.0026, 0.9622, 1.018, 0.9892, 0.953, 1.0666, 1.0464, 0.9698, 1.0249, 1.0269, 1.0321, 0.9153, 1.0503, 0.9715, 0.9821, 1.1319, 1.0151, 0.9807, 0.8897, 1.0695, 0.9327, 0.9498, 0.9834, 1.0708, 1.0387]
70;parcialmente_nublado;40,59;1,5079;[363.24, 12.45, 561.77, 182.61, 311.01, 76.81];[3.031, 3.317, 2.42, 2.853, 2.369, 3.682];[1101.07, 41.28, 1359.28, 521.03, 736.77, 282.82];[1.0617, 0.9996, 0.9806, 1.0653, 0.9754, 0.9294, 0.9742, 1.031, 1.0696, 1.0056, 1.0659, 0.9321, 0.9778, 0.9856, 0.9943, 1.0042, 1.0345, 0.9778, 1.007, 0.9977, 0.9537, 0.9943, 0.9928, 0.9917, 1.0016, 1.0038, 0.9784, 1.0636, 0.9415, 0.964, 1.139, 0.9481]
71;parcialmente_nublado;20,02;0,7437;[13.32, 266.16, 198.23, 26.11, 147.86, 92.04];[3.913, 2.121, 3.044, 1.191, 2.189, 3.891];[52.12, 564.48, 603.49, 31.09, 323.63, 358.18];[0.9098, 1.0166, 1.0182, 0.966, 0.9358, 1.0738, 1.0246, 0.9885, 0.9431, 0.9589, 1.0651, 1.0069, 0.9725, 1.0255, 0.9593, 1.075, 1.0676, 0.9767, 0.9686, 0.8691, 0.9259, 0.933, 1.0068, 0.9837, 0.9327, 0.9859, 1.0253, 1.0264, 0.905, 0.9936, 0.9308, 1.0451]
72;ceu_aberto;32,21;1,1967;[334.05, 305.1, 6.67, 143.12, 109.21, 298.55];[1.648, 2.773, 3.74, 3.393, 3.764, 3.936];[550.65, 845.93, 24.94, 485.65, 411.1, 1174.97];[1.0533, 0.9871, 1.0634, 1.0246, 0.9388, 1.0712, 1.0776, 1.0441, 0.9619, 0.9847, 1.0073, 0.9648, 1.0846, 1.0072, 0.8648, 1.017, 0.9826, 0.9963, 0.9816, 1.0404, 1.056, 1.0142, 0.983, 0.9979, 1.001, 0.9599, 1.0289, 1.023, 1.077, 1.0628, 0.9657, 1.041]
73;parcialmente_nublado;32,68;1,2142;[418.7, 35.56, 66.44, 150.98, 181.97, 360.52];[2.342, 3.37, 2.855, 1.339, 1.469, 2.311];[980.59, 119.82, 189.68, 202.2, 267.32, 833.2];[1.0735, 0.9689, 0.908, 1.0664, 0.9748, 0.9696, 0.9117, 1.087, 0.9355, 1.0029, 1.0456, 1.0211, 0.997, 0.9149, 0.9595, 1.0094, 0.9606, 1.0102, 1.0341, 1.0481, 0.9387, 1.1098, 1.0384, 0.9999, 1.0545, 1.1183, 0.9281, 0.9887, 0.8811, 1.0096, 1.0183, 0.998]
74;parcialmente_nublado;72,01;2,6751;[289.57, 854.42, 0.83, 77.81, 717.75, 734.69];[3.162, 3.297, 1.274, 2.542, 1.695, 1.544];[915.56, 2817.25, 1.05, 197.77, 1216.41, 1134.11];[0.9842, 1.0134, 1.0358, 0.9974, 1.0008, 1.0072, 0.9742, 0.9537, 0.9122, 0.9652, 1.0237, 0.9649, 0.9881, 1.0233, 1.026, 0.946, 1.0499, 1.0564, 0.9435, 0.9588, 1.0596, 0.9927, 0.889, 0.93, 0.9875, 0.9418, 0.9793, 1.0016, 1.0731, 0.9855, 1.0536, 1.0714]
75;ceu_aberto;57,63;2,1408;[612.64, 426.23, 213.18, 329.09, 556.81, 2.84];[2.209, 3.722, 3.221, 2.629, 2.589, 2.043];[1353.12, 1586.33, 686.65, 865.03, 1441.55, 5.8];[1.1068, 1.0141, 1.0825, 0.9685, 0.9984, 1.0017, 0.8891, 0.9416, 0.9452, 1.0411, 1.0436, 1.0162, 1.0412, 0.9918, 1.0601, 1.0004, 1.0029, 0.9867, 1.0342, 0.9789, 1.0488, 0.9434, 0.9451, 1.0344, 0.9956, 0.9773, 1.0445, 0.9696, 0.99, 1.07, 1.077, 1.0786]
76;parcialmente_nublado;67,16;2,4949;[242.96, 324.89, 1002.88, 672.14, 148.75, 103.29];[1.788, 2.513, 3.232, 2.51, 1.203, 3.171];[434.4, 816.53, 3241.45, 1686.84, 179.01, 327.49];[0.9691, 1.0449, 0.9587, 1.0923, 1.0967, 1.0128, 0.9994, 1.0515, 1.0547, 0.9597, 0.9737, 0.9339, 1.0205, 1.0333, 0.9325, 0.9772, 0.9326, 0.9551, 1.0276, 0.9633, 0.985, 0.9186, 1.0093, 0.9978, 0.9636, 0.9905, 1.009, 0.9593, 0.9262, 1.0903, 0.9683, 0.9952]
77;ceu_aberto;52,16;1,9376;[612.06, 139.19, 348.12, 404.58, 288.92, 144.73];[2.731, 2.027, 1.252, 3.978, 1.382, 1.217];[1671.64, 282.1, 435.72, 1609.57, 399.16, 176.14];[0.9816, 1.0351, 0.9334, 1.0586, 0.9268, 0.9666, 0.9501, 0.9123, 1.0047, 1.0903, 1.1333, 1.0049, 1.0558, 1.0116, 1.0249, 0.9829, 1.0098, 1.0269, 0.9711, 0.9961, 0.9971, 1.0413, 0.9467, 0.9974, 1.0956, 1.0582, 1.0675, 1.0012, 1.016, 1.0501, 1.078, 0.9024]
78;parcialmente_nublado;73,41;2,7271;[495.66, 543.84, 48.57, 1180.88, 259.96, 198.2];[2.387, 2.17, 3.591, 3.788, 1.91, 3.592];[1183.19, 1180.24, 174.39, 4472.93, 496.61, 711.91];[1.023, 0.9239, 1.0399, 0.9722, 1.0006, 0.9954, 0.9364, 0.9423, 1.0484, 1.0199, 1.0525, 1.0162, 1.0071, 0.9137, 0.9865, 0.9986, 1.0977, 1.0343, 1.0768, 1.0299, 0.9644, 1.0059, 1.0118, 0.953, 0.9808, 0.9897, 1.0803, 0.896, 1.0603, 0.9532, 0.9314, 1.059]
79;ceu_aberto;22,4;0,8322;[55.12, 92.24, 333.23, 79.18, 186.19, 86.26];[1.122, 1.945, 2.727, 3.852, 3.577, 1.685];[61.87, 179.4, 908.61, 305.0, 666.06, 145.35];[0.9674, 0.9694, 0.9736, 1.0677, 0.8389, 1.0198, 1.0017, 0.916, 1.0155, 1.0238, 1.0295, 0.8674, 1.0683, 0.9631, 1.0343, 1.0371, 0.9562, 1.033, 0.9807, 0.8964, 1.0584, 0.9612, 0.9573, 0.9798, 1.0136, 0.9971, 1.0274, 0.933, 0.9629, 0.9942, 1.0949, 0.9943]
80;nublado;63,53;2,3603;[705.91, 618.91, 130.34, 616.98, 166.78, 121.38];[3.798, 2.815, 2.978, 2.205, 3.727, 2.914];[2680.99, 1742.15, 388.21, 1360.69, 621.57, 353.69];[0.9686, 1.0643, 0.9871, 1.0139, 0.9533, 0.9502, 1.0344, 0.9778, 0.9573, 0.9678, 1.0349, 0.9685, 0.9941, 1.0008, 0.9041, 0.9264, 1.0168, 0.9631, 1.0528, 1.0483, 1.036, 1.091, 0.9958, 1.0324, 0.9708, 1.1226, 1.0992, 1.0006, 1.0193, 1.068, 0.9926, 0.9672]
81;ceu_aberto;61,75;2,294;[571.76, 251.74, 666.89, 214.97, 179.9, 408.78];[1.071, 1.239, 2.254, 3.829, 3.165, 1.264];[612.44, 312.0, 1503.11, 823.05, 569.31, 516.85];[1.0237, 1.0354, 1.0589, 1.0204, 0.9312, 0.9763, 1.1472, 1.0362, 1.1185, 1.0698, 1.0121, 1.0151, 0.9982, 0.9131, 1.0009, 1.0605, 0.97, 1.0206, 1.0426, 0.9545, 0.9774, 0.9491, 0.9589, 0.9356, 0.955, 1.071, 0.9542, 1.0063, 0.9749, 1.0589, 1.0656, 1.0432]
82;parcialmente_nublado;50,08;1,8603;[202.85, 554.48, 645.55, 81.94, 164.35, 211.11];[3.847, 3.996, 1.706, 3.181, 2.134, 1.024];[780.44, 2215.64, 1101.45, 260.66, 350.73, 216.24];[0.999, 0.9876, 0.9786, 0.9995, 0.9433, 1.0515, 0.9103, 1.027, 0.9837, 0.9415, 1.0101, 0.9222, 1.002, 0.9289, 1.0231, 0.9538, 0.9775, 1.0147, 0.9614, 0.9971, 0.9243, 1.0315, 1.0882, 1.1396, 1.0046, 1.0394, 0.911, 1.0751, 1.0388, 0.9758, 1.0619, 0.9873]
83;parcialmente_nublado;78,88;2,9304;[426.73, 1387.1, 248.94, 326.68, 48.6, 492.39];[1.865, 1.481, 2.634, 2.597, 1.228, 3.095];[795.7, 2054.19, 655.61, 848.36, 59.66, 1523.77];[0.9411, 1.0234, 1.0891, 0.9876, 0.8811, 1.0335, 1.0493, 0.9207, 1.0088, 1.0226, 0.9963, 0.9605, 1.0508, 0.9798, 0.9257, 0.8975, 1.063, 1.0308, 1.0044, 0.978, 0.9736, 0.9462, 0.9784, 0.894, 0.9632, 0.9845, 1.0305, 0.998, 1.0397, 1.0675, 1.0529, 1.0235]
84;parcialmente_nublado;95,1;3,533;[1132.39, 186.74, 515.86, 65.57, 436.37, 1196.03];[2.159, 1.991, 2.786, 3.617, 1.143, 2.156];[2445.21, 371.77, 1437.23, 237.14, 498.66, 2579.14];[1.0243, 0.9575, 1.0153, 0.9634, 0.9551, 0.9681, 0.9812, 0.9976, 1.0118, 0.8156, 0.9596, 0.9804, 1.0753, 0.946, 1.0081, 1.0748, 0.9344, 1.0197, 0.9599, 0.9748, 0.9598, 0.9634, 1.1361, 1.0422, 1.0551, 1.0246, 0.9197, 1.0197, 1.0536, 0.9573, 1.0483, 1.0352]
85;ceu_aberto;78,87;2,9302;[74.86, 1703.6, 865.49, 115.08, 103.62, 67.55];[1.415, 3.244, 2.409, 3.349, 3.239, 2.814];[105.94, 5527.29, 2084.94, 385.37, 335.61, 190.08];[1.0516, 0.9296, 1.0222, 1.0425, 1.0446, 0.9443, 0.9671, 1.0497, 0.9619, 0.985, 1.0788, 0.9976, 0.9637, 0.9561, 1.0166, 0.9333, 0.9876, 1.0167, 1.065, 1.0334, 0.9643, 1.0589, 0.985, 0.9382, 0.9914, 1.0719, 1.0083, 1.0006, 1.0819, 0.9284, 0.9357, 0.9192]
86;ceu_aberto;52,54;1,952;[428.39, 104.23, 203.38, 159.36, 236.14, 820.54];[1.167, 2.722, 3.589, 2.444, 1.236, 2.682];[500.02, 283.71, 729.94, 389.5, 291.77, 2200.37];[0.9537, 0.9775, 1.0037, 1.0597, 0.933, 0.984, 1.0072, 0.9083, 0.9583, 0.966, 0.9602, 1.0096, 0.992, 0.9722, 1.0214, 1.0862, 1.082, 0.9039, 1.0289, 0.9911, 1.0078, 0.9801, 1.0059, 1.0076, 0.9711, 0.9552, 0.9776, 1.0117, 1.0299, 1.0427, 0.9753, 1.0142]
87;ceu_aberto;65,66;2,4391;[371.79, 448.31, 380.04, 467.96, 705.79, 65.2];[3.249, 1.408, 1.2, 3.928, 3.871, 1.181];[1207.89, 631.07, 456.0, 1838.27, 2732.11, 77.02];[0.934, 0.9881, 1.0643, 0.9971, 1.0071, 1.0238, 1.0585, 0.9172, 1.0292, 0.9866, 1.0083, 1.053, 0.9403, 0.9494, 0.9032, 0.9725, 1.0665, 0.994, 0.933, 0.9757, 0.9256, 0.9437, 1.0194, 0.9413, 1.0556, 0.9964, 1.0043, 0.9861, 1.0386, 1.0392, 1.0168, 1.0282]
88;parcialmente_nublado;59,76;2,2202;[16.25, 472.53, 628.03, 268.86, 706.09, 128.4];[1.664, 1.484, 2.116, 3.541, 3.484, 2.148];[27.04, 701.35, 1328.91, 952.03, 2459.82, 275.86];[1.0799, 1.0322, 0.9673, 0.9745, 1.004, 1.016, 0.9506, 1.0362, 1.0043, 0.9142, 0.9536, 0.9748, 0.9964, 1.0945, 1.0119, 0.958, 1.011, 0.9824, 1.0162, 1.029, 1.0605, 0.9988, 1.0819, 1.0454, 0.9646, 1.1105, 1.0163, 0.9582, 1.0826, 1.1039, 0.9983, 0.9748]
89;parcialmente_nublado;38,74;1,439;[509.3, 130.58, 251.99, 268.14, 120.24, 158.78];[3.366, 1.502, 1.085, 2.888, 3.928, 1.994];[1714.12, 196.08, 273.51, 774.4, 472.31, 316.54];[1.0092, 0.9504, 1.0053, 1.0075, 0.9248, 1.0498, 0.9559, 1.0045, 1.0582, 1.0463, 1.0017, 0.9819, 1.0474, 1.0337, 0.9691, 0.9603, 0.8964, 1.0077, 0.9959, 1.0568, 1.018, 1.0667, 0.9651, 1.0569, 0.9736, 1.0389, 0.9271, 1.0118, 0.9008, 0.9866, 1.022, 0.974]
90;nublado;40,26;1,4956;[1048.41, 9.78, 74.99, 93.39, 179.91, 89.16];[2.474, 3.617, 3.136, 2.74, 1.267, 3.082];[2593.82, 35.37, 235.18, 255.88, 227.95, 274.8];[1.0234, 0.9728, 0.9748, 0.924, 1.0463, 0.9807, 1.0091, 0.9482, 1.0218, 0.9619, 0.9929, 1.0439, 1.0395, 0.9989, 0.9116, 1.1496, 1.0873, 1.0361, 0.9623, 0.9943, 0.9728, 1.0632, 1.0131, 0.9608, 0.9765, 1.0561, 1.08, 1.0764, 1.0379, 0.9874, 0.8379, 1.0149]
91;nublado;26,63;0,9895;[183.54, 114.16, 426.37, 80.68, 60.52, 124.19];[2.368, 2.033, 3.081, 3.279, 3.559, 3.919];[434.6, 232.12, 1313.73, 264.54, 215.38, 486.64];[1.0457, 0.9506, 1.0808, 0.9518, 1.0106, 0.9995, 0.9913, 1.0669, 0.9647, 0.9325, 1.001, 0.98, 1.1689, 1.0338, 0.9795, 0.9472, 0.906, 0.9487, 1.0057, 1.0714, 1.0561, 1.0115, 0.9838, 1.0134, 0.9741, 1.0859, 0.9905, 0.9957, 0.8892, 0.9902, 1.0418, 0.9466]
92;parcialmente_nublado;89,23;3,3151;[348.67, 172.01, 566.71, 509.58, 850.0, 868.08];[3.25, 2.53, 1.314, 3.575, 1.929, 3.914];[1133.17, 435.13, 744.92, 1821.69, 1639.9, 3397.57];[0.992, 0.9878, 1.0028, 0.9938, 0.9892, 1.0572, 1.0075, 1.0356, 1.0516, 1.0194, 0.9515, 0.9324, 1.0074, 0.9914, 1.0044, 0.9992, 1.1292, 0.9335, 0.9005, 1.0166, 0.9812, 1.0158, 1.0292, 1.0642, 0.9246, 0.9722, 1.0214, 1.0385, 1.1097, 1.0478, 0.9972, 0.9555]
